Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host_Age,Host_disease,Host,Instrument,Isolate,Isolation_source,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,passage_history,Platform,ReleaseDate,Sample Name,SRA Study,STRAIN,Replicate,host_sex
SRR17415152,WGS,300,40882200,PRJNA793894,SAMN24592563,SARS-CoV-2: clinical or host-associated,24801476,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-11-17,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX13586928,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,Homo sapiens,Illumina MiSeq,Human pneumocyte-like cells (in vitro cell culture),Viral supernantants from pneumocyte infected cells,40.7882 N 73.9531 W,TD005760_AG_23623,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Passage 2,ILLUMINA,2022-01-03T00:00:00Z,30_70_1_48h,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y (30:70 ratio),Biological replicate 1,
SRR17415153,WGS,300,50115900,PRJNA793894,SAMN24592562,SARS-CoV-2: clinical or host-associated,29907251,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-11-17,public,"sra,fastq,activ_sars2_vcf","gs,s3","s3.us-east-1,gs.US",SRX13586927,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,Homo sapiens,Illumina MiSeq,Human pneumocyte-like cells (in vitro cell culture),Viral supernantants from pneumocyte infected cells,40.7882 N 73.9531 W,TD005760_AG_23622,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Passage 2,ILLUMINA,2022-01-03T00:00:00Z,50_50_3_48h,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y (50:50 ratio),Biological replicate 3,
SRR17415154,WGS,300,54191100,PRJNA793894,SAMN24592561,SARS-CoV-2: clinical or host-associated,32475788,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-11-17,public,"fastq,activ_sars2_vcf,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX13586926,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,Homo sapiens,Illumina MiSeq,Human pneumocyte-like cells (in vitro cell culture),Viral supernantants from pneumocyte infected cells,40.7882 N 73.9531 W,TD005760_AG_23621,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Passage 2,ILLUMINA,2022-01-03T00:00:00Z,50_50_2_48h,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y (50:50 ratio),Biological replicate 2,
SRR17415155,WGS,300,46893600,PRJNA793894,SAMN24592560,SARS-CoV-2: clinical or host-associated,27924310,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-11-17,public,"fastq,sra,activ_sars2_vcf","gs,s3","s3.us-east-1,gs.US",SRX13586925,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,Homo sapiens,Illumina MiSeq,Human pneumocyte-like cells (in vitro cell culture),Viral supernantants from pneumocyte infected cells,40.7882 N 73.9531 W,TD005760_AG_23620,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Passage 2,ILLUMINA,2022-01-03T00:00:00Z,50_50_1_48h,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y (50:50 ratio),Biological replicate 1,
SRR17415156,WGS,300,52049400,PRJNA793894,SAMN24592516,SARS-CoV-2: clinical or host-associated,27594516,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-06-08,public,"sra,fastq,activ_sars2_vcf","gs,s3","gs.US,s3.us-east-1",SRX13586924,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,not applicable,Illumina MiSeq,Input,Viral supernatants,40.7882 N 73.9531 W,TD005532_AG_18863,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Original viral stock,ILLUMINA,2022-01-03T00:00:00Z,Input_WA1wt_WA1655Y,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y (1:1 ratio),,
SRR17415157,WGS,300,48473700,PRJNA793894,SAMN24592515,SARS-CoV-2: clinical or host-associated,25345838,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-06-14,public,"sra,fastq,activ_sars2_vcf","s3,gs","s3.us-east-1,gs.US",SRX13586923,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,not applicable,Illumina MiSeq,Hamster5_DC,Nasal Turbinate from Syrian Golden Hamster (Mesocricetus auratus),40.7882 N 73.9531 W,TD005532_AG_18862,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Original from sample,ILLUMINA,2022-01-03T00:00:00Z,H_Cage5_DC_7dpi_NT,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y,,female
SRR17415158,WGS,300,50482200,PRJNA793894,SAMN24592514,SARS-CoV-2: clinical or host-associated,26559400,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-06-12,public,"activ_sars2_vcf,fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX13586922,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,not applicable,Illumina MiSeq,Hamster5_DI,Nasal Turbinate from Syrian Golden Hamster (Mesocricetus auratus),40.7882 N 73.9531 W,TD005532_AG_18861,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Original from sample,ILLUMINA,2022-01-03T00:00:00Z,H_Cage5_DI_5dpi_NT,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y,,female
SRR17415159,WGS,300,45899700,PRJNA793894,SAMN24592513,SARS-CoV-2: clinical or host-associated,24104981,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-06-14,public,"activ_sars2_vcf,fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX13586921,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,not applicable,Illumina MiSeq,Hamster4_DC,Nasal Turbinate from Syrian Golden Hamster (Mesocricetus auratus),40.7882 N 73.9531 W,TD005532_AG_18860,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Original from sample,ILLUMINA,2022-01-03T00:00:00Z,H_Cage4_DC_7dpi_NT,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y,,female
SRR17415160,WGS,300,35979300,PRJNA793894,SAMN24592512,SARS-CoV-2: clinical or host-associated,19170597,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-06-12,public,"fastq,activ_sars2_vcf,sra","s3,gs","gs.US,s3.us-east-1",SRX13586920,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,not applicable,Illumina MiSeq,Hamster4_DI,Nasal Turbinate from Syrian Golden Hamster (Mesocricetus auratus),40.7882 N 73.9531 W,TD005532_AG_18859,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Original from sample,ILLUMINA,2022-01-03T00:00:00Z,H_Cage4_DI_5dpi_NT,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y,,female
SRR17415161,WGS,300,40294200,PRJNA793894,SAMN24592511,SARS-CoV-2: clinical or host-associated,21385698,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-06-14,public,"activ_sars2_vcf,sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX13586919,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,not applicable,Illumina MiSeq,Hamster3_DC,Nasal Turbinate from Syrian Golden Hamster (Mesocricetus auratus),40.7882 N 73.9531 W,TD005532_AG_18858,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Original from sample,ILLUMINA,2022-01-03T00:00:00Z,H_Cage3_DC_7dpi_NT,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y,,female
SRR17415162,WGS,300,14004600,PRJNA793894,SAMN24592510,SARS-CoV-2: clinical or host-associated,8027553,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-06-14,public,"sra,activ_sars2_vcf,fastq","s3,gs","s3.us-east-1,gs.US",SRX13586918,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,not applicable,Illumina MiSeq,Hamster2_DC,Nasal Turbinate from Syrian Golden Hamster (Mesocricetus auratus),40.7882 N 73.9531 W,TD005556_AG_18856,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Original from sample,ILLUMINA,2022-01-03T00:00:00Z,H_Cage2_DC_7dpi_NT,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y,,female
SRR17415163,WGS,300,38288700,PRJNA793894,SAMN24592509,SARS-CoV-2: clinical or host-associated,20119578,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-06-14,public,"sra,activ_sars2_vcf,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX13586917,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,not applicable,Illumina MiSeq,Hamster1_DC,Nasal Turbinate from Syrian Golden Hamster (Mesocricetus auratus),40.7882 N 73.9531 W,TD005532_AG_18855,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Original from sample,ILLUMINA,2022-01-03T00:00:00Z,H_Cage1_DC_7dpi_NT,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y,,female
SRR17415164,WGS,300,29152500,PRJNA793894,SAMN24592508,SARS-CoV-2: clinical or host-associated,15959953,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-06-12,public,"activ_sars2_vcf,sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX13586916,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,not applicable,Illumina MiSeq,Hamster1_DI,Nasal Turbinate from Syrian Golden Hamster (Mesocricetus auratus),40.7882 N 73.9531 W,TD005556_AG_18854,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Original from sample,ILLUMINA,2022-01-03T00:00:00Z,H_Cage1_DI_5dpi_NT,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y,,female
SRR17415165,WGS,300,33737100,PRJNA793894,SAMN24592507,SARS-CoV-2: clinical or host-associated,19029676,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-06-14,public,"sra,fastq,activ_sars2_vcf","s3,gs","gs.US,s3.us-east-1",SRX13586915,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,not applicable,Illumina MiSeq,Hamster5_DC,Nasal Wash from Syrian Golden Hamster (Mesocricetus auratus),40.7882 N 73.9531 W,TD005556_AG_18853,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Original from sample,ILLUMINA,2022-01-03T00:00:00Z,H_Cage5_DC_7dpi_Lung,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y,,female
SRR17415166,WGS,300,90534300,PRJNA793894,SAMN24592480,SARS-CoV-2: clinical or host-associated,49945268,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-06-09,public,"activ_sars2_vcf,fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX13586914,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,not applicable,Illumina MiSeq,Hamster2_DC,Nasal Wash from Syrian Golden Hamster (Mesocricetus auratus),40.7882 N 73.9531 W,TD005539_AG_18824,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Original from sample,ILLUMINA,2022-01-03T00:00:00Z,H_Cage2_DC_2dpi_NW,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y,,female
SRR17415167,WGS,300,42540300,PRJNA793894,SAMN24592506,SARS-CoV-2: clinical or host-associated,23517676,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-06-14,public,"activ_sars2_vcf,sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX13586913,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,not applicable,Illumina MiSeq,Hamster4_DC,Nasal Wash from Syrian Golden Hamster (Mesocricetus auratus),40.7882 N 73.9531 W,TD005556_AG_18851,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Original from sample,ILLUMINA,2022-01-03T00:00:00Z,H_Cage4_DC_7dpi_Lung,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y,,female
SRR17415168,WGS,300,69746400,PRJNA793894,SAMN24592505,SARS-CoV-2: clinical or host-associated,38782607,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-06-12,public,"fastq,activ_sars2_vcf,sra","s3,gs","s3.us-east-1,gs.US",SRX13586912,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,not applicable,Illumina MiSeq,Hamster4_DI,Nasal Wash from Syrian Golden Hamster (Mesocricetus auratus),40.7882 N 73.9531 W,TD005556_AG_18850,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Original from sample,ILLUMINA,2022-01-03T00:00:00Z,H_Cage4_DI_5dpi_Lung,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y,,female
SRR17415169,WGS,300,75999000,PRJNA793894,SAMN24592504,SARS-CoV-2: clinical or host-associated,41692840,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-06-14,public,"fastq,sra,activ_sars2_vcf","gs,s3","s3.us-east-1,gs.US",SRX13586911,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,not applicable,Illumina MiSeq,Hamster3_DC,Nasal Wash from Syrian Golden Hamster (Mesocricetus auratus),40.7882 N 73.9531 W,TD005556_AG_18849,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Original from sample,ILLUMINA,2022-01-03T00:00:00Z,H_Cage3_DC_7dpi_Lung,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y,,female
SRR17415170,WGS,300,32180700,PRJNA793894,SAMN24592503,SARS-CoV-2: clinical or host-associated,18472358,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-06-12,public,"activ_sars2_vcf,sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX13586910,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,not applicable,Illumina MiSeq,Hamster3_DI,Nasal Wash from Syrian Golden Hamster (Mesocricetus auratus),40.7882 N 73.9531 W,TD005556_AG_18848,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Original from sample,ILLUMINA,2022-01-03T00:00:00Z,H_Cage3_DI_5dpi_Lung,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y,,female
SRR17415171,WGS,300,61684500,PRJNA793894,SAMN24592502,SARS-CoV-2: clinical or host-associated,33292977,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-06-14,public,"activ_sars2_vcf,fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13586909,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,not applicable,Illumina MiSeq,Hamster1_DC,Nasal Wash from Syrian Golden Hamster (Mesocricetus auratus),40.7882 N 73.9531 W,TD005556_AG_18846,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Original from sample,ILLUMINA,2022-01-03T00:00:00Z,H_Cage1_DC_7dpi_Lung,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y,,female
SRR17415172,AMPLICON,481,1212847,PRJNA793894,SAMN24592543,SARS-CoV-2: clinical or host-associated,1203836,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-11-16,public,"nanopore,sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX13586908,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,Homo sapiens,MinION,Human pneumocyte-like cells (in vitro cell culture),Viral supernantants from pneumocyte infected cells,40.7882 N 73.9531 W,AGN242_B67_AG_23597,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Passage 2,OXFORD_NANOPORE,2022-01-04T00:00:00Z,30_70_2_24h,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y (30:70 ratio),Biological replicate 2,
SRR17415173,AMPLICON,482,1402786,PRJNA793894,SAMN24592542,SARS-CoV-2: clinical or host-associated,1385760,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-11-16,public,"sra,fastq,nanopore","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX13586907,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,Homo sapiens,MinION,Human pneumocyte-like cells (in vitro cell culture),Viral supernantants from pneumocyte infected cells,40.7882 N 73.9531 W,AGN242_B66_AG_23596,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Passage 2,OXFORD_NANOPORE,2022-01-04T00:00:00Z,30_70_1_24h,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y (30:70 ratio),Biological replicate 1,
SRR17415174,AMPLICON,490,1426660,PRJNA793894,SAMN24592541,SARS-CoV-2: clinical or host-associated,1404017,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-11-16,public,"sra,nanopore,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX13586906,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,Homo sapiens,MinION,Human pneumocyte-like cells (in vitro cell culture),Viral supernantants from pneumocyte infected cells,40.7882 N 73.9531 W,AGN242_B65_AG_23595,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Passage 2,OXFORD_NANOPORE,2022-01-04T00:00:00Z,50_50_3_24h,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y (50:50 ratio),Biological replicate 3,
SRR17415175,AMPLICON,473,1324659,PRJNA793894,SAMN24592540,SARS-CoV-2: clinical or host-associated,1314326,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-11-16,public,"nanopore,sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX13586905,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,Homo sapiens,MinION,Human pneumocyte-like cells (in vitro cell culture),Viral supernantants from pneumocyte infected cells,40.7882 N 73.9531 W,AGN242_B64_AG_23594,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Passage 2,OXFORD_NANOPORE,2022-01-04T00:00:00Z,50_50_2_24h,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y (50:50 ratio),Biological replicate 2,
